Packet Log - Server Side
Timestamp | Packet # | Action | Checksum | Status
1740361041.0711522 | 0 | Corrupt Packet | 178 | Resent ACK
1740361041.071241 | 1 | Sent | 161 | Success
1740361041.071281 | 1 | Received | 161 | Success
1740361041.071315 | 1 | Corrupt ACK | 161 | Resent ACK
1740361041.0713742 | 1 | Resent | 161 | Incorrect ACK
1740361041.071412 | 1 | Sent | 161 | Success
1740361041.071454 | 1 | Corrupt Packet | 161 | Resent ACK
1740361041.0715442 | 0 | Sent | 97 | Success
1740361041.0715861 | 0 | Received | 97 | Success
1740361041.071681 | 1 | Sent | 252 | Success
1740361041.071721 | 1 | Received | 252 | Success
1740361041.071753 | 1 | Corrupt ACK | 252 | Resent ACK
1740361041.0718038 | 1 | Resent | 252 | Incorrect ACK
1740361041.0718431 | 1 | Sent | 252 | Success
1740361041.071882 | 1 | Corrupt Packet | 252 | Resent ACK
1740361041.0719738 | 0 | Sent | 246 | Success
1740361041.0720158 | 0 | Received | 246 | Success
1740361041.072108 | 1 | Sent | 240 | Success
1740361041.072149 | 1 | Received | 240 | Success
1740361041.072181 | 1 | Corrupt ACK | 240 | Resent ACK
1740361041.072234 | 1 | Resent | 240 | Incorrect ACK
1740361041.0722718 | 1 | Sent | 240 | Success
1740361041.072317 | 1 | Corrupt Packet | 240 | Resent ACK
1740361041.0724108 | 0 | Sent | 153 | Success
1740361041.072451 | 0 | Received | 153 | Success
1740361041.072482 | 0 | Corrupt ACK | 153 | Resent ACK
1740361041.072531 | 0 | Resent | 153 | Incorrect ACK
1740361041.07258 | 0 | Sent | 153 | Success
1740361041.072621 | 0 | Corrupt Packet | 153 | Resent ACK
1740361041.072713 | 1 | Sent | 234 | Success
1740361041.072756 | 1 | Received | 234 | Success
1740361041.072791 | 1 | Corrupt ACK | 234 | Resent ACK
1740361041.0728471 | 1 | Resent | 234 | Incorrect ACK
1740361041.072884 | 1 | Sent | 234 | Success
1740361041.072929 | 1 | Corrupt Packet | 234 | Resent ACK
1740361041.073021 | 0 | Sent | 99 | Success
1740361041.073063 | 0 | Received | 99 | Success
1740361041.073094 | 0 | Corrupt ACK | 99 | Resent ACK
1740361041.073148 | 0 | Resent | 99 | Incorrect ACK
1740361041.0731862 | 0 | Sent | 99 | Success
1740361041.073226 | 0 | Corrupt Packet | 99 | Resent ACK
1740361041.073322 | 1 | Sent | 147 | Success
1740361041.073365 | 1 | Received | 147 | Success
1740361041.0734599 | 0 | Sent | 86 | Success
1740361041.0735009 | 0 | Received | 86 | Success
1740361041.0735328 | 0 | Corrupt ACK | 86 | Resent ACK
1740361041.073587 | 0 | Resent | 86 | Incorrect ACK
1740361041.073625 | 0 | Sent | 86 | Success
1740361041.073666 | 0 | Corrupt Packet | 86 | Resent ACK
1740361041.073754 | 1 | Sent | 170 | Success
1740361041.073795 | 1 | Received | 170 | Success
1740361041.0738292 | 1 | Corrupt ACK | 170 | Resent ACK
1740361041.073884 | 1 | Resent | 170 | Incorrect ACK
1740361041.0739279 | 1 | Sent | 170 | Success
1740361041.073973 | 1 | Corrupt Packet | 170 | Resent ACK
1740361041.074062 | 0 | Sent | 255 | Success
1740361041.074103 | 0 | Received | 255 | Success
1740361041.074135 | 0 | Corrupt ACK | 255 | Resent ACK
1740361041.074188 | 0 | Resent | 255 | Incorrect ACK
1740361041.074241 | 0 | Sent | 255 | Success
1740361041.074284 | 0 | Corrupt Packet | 255 | Resent ACK
1740361041.074476 | 1 | Sent | 75 | Success
1740361041.074678 | 1 | Received | 75 | Success
1740361041.0748239 | 1 | Corrupt ACK | 75 | Resent ACK
1740361041.075011 | 1 | Resent | 75 | Incorrect ACK
1740361041.0752141 | 1 | Corrupt Packet | 75 | Resent ACK
1740361041.075181 | 1 | Sent | 75 | Success
1740361041.075549 | 0 | Sent | 130 | Success
1740361041.075616 | 0 | Received | 130 | Success
1740361041.075714 | 0 | Corrupt ACK | 130 | Resent ACK
1740361041.075833 | 0 | Resent | 130 | Incorrect ACK
1740361041.075901 | 0 | Sent | 130 | Success
1740361041.0760388 | 0 | Corrupt Packet | 130 | Resent ACK
1740361041.0763881 | 1 | Sent | 85 | Success
1740361041.076458 | 1 | Received | 85 | Success
1740361041.0767019 | 1 | Corrupt ACK | 85 | Resent ACK
1740361041.0768452 | 1 | Resent | 85 | Incorrect ACK
1740361041.076902 | 1 | Sent | 85 | Success
1740361041.0769742 | 1 | Corrupt Packet | 85 | Resent ACK
1740361041.0770948 | 0 | Sent | 167 | Success
1740361041.077163 | 0 | Received | 167 | Success
1740361041.07729 | 1 | Sent | 42 | Success
1740361041.0773609 | 1 | Received | 42 | Success
1740361041.0776992 | 1 | Corrupt ACK | 42 | Resent ACK
1740361041.077972 | 1 | Resent | 42 | Incorrect ACK
1740361041.078225 | 1 | Sent | 42 | Success
1740361041.07843 | 1 | Corrupt Packet | 42 | Resent ACK
1740361041.078607 | 0 | Sent | 89 | Success
1740361041.078688 | 0 | Received | 89 | Success
1740361041.0787709 | 0 | Corrupt ACK | 89 | Resent ACK
1740361041.0788438 | 0 | Resent | 89 | Incorrect ACK
1740361041.0789042 | 0 | Sent | 89 | Success
1740361041.0789518 | 0 | Corrupt Packet | 89 | Resent ACK
1740361041.079076 | 1 | Sent | 0 | Success
1740361041.0791218 | 1 | Received | 0 | Success
1740361041.079208 | 1 | Corrupt ACK | 0 | Resent ACK
1740361041.079376 | 1 | Resent | 0 | Incorrect ACK
1740361041.079424 | 1 | Sent | 0 | Success
1740361041.07949 | 1 | Corrupt Packet | 0 | Resent ACK
1740361041.0796008 | 0 | Sent | 135 | Success
1740361041.07967 | 0 | Received | 135 | Success
1740361041.0797188 | 0 | Corrupt ACK | 135 | Resent ACK
1740361041.079778 | 0 | Resent | 135 | Incorrect ACK
1740361041.079823 | 0 | Sent | 135 | Success
1740361041.07987 | 0 | Corrupt Packet | 135 | Resent ACK
1740361041.0799701 | 1 | Sent | 113 | Success
1740361041.080061 | 1 | Received | 113 | Success
1740361041.080159 | 0 | Sent | 108 | Success
1740361041.0802372 | 0 | Received | 108 | Success
1740361041.080506 | 1 | Sent | 74 | Success
1740361041.080724 | 1 | Received | 74 | Success
1740361041.080789 | 1 | Corrupt ACK | 74 | Resent ACK
1740361041.080999 | 1 | Resent | 74 | Incorrect ACK
1740361041.081193 | 1 | Sent | 74 | Success
1740361041.081291 | 1 | Corrupt Packet | 74 | Resent ACK
1740361041.0815082 | 0 | Sent | 102 | Success
1740361041.081707 | 0 | Received | 102 | Success
1740361041.0818188 | 0 | Corrupt ACK | 102 | Resent ACK
1740361041.081921 | 0 | Resent | 102 | Incorrect ACK
1740361041.081994 | 0 | Sent | 102 | Success
1740361041.0820968 | 0 | Corrupt Packet | 102 | Resent ACK
1740361041.0822122 | 1 | Sent | 60 | Success
1740361041.082287 | 1 | Received | 60 | Success
1740361041.082349 | 1 | Corrupt ACK | 60 | Resent ACK
1740361041.082489 | 1 | Resent | 60 | Incorrect ACK
1740361041.082552 | 1 | Sent | 60 | Success
1740361041.082637 | 1 | Corrupt Packet | 60 | Resent ACK
1740361041.082756 | 0 | Sent | 15 | Success
1740361041.0828018 | 0 | Received | 15 | Success
1740361041.082865 | 0 | Corrupt ACK | 15 | Resent ACK
1740361041.0829282 | 0 | Resent | 15 | Incorrect ACK
1740361041.082981 | 0 | Sent | 15 | Success
1740361041.083025 | 0 | Corrupt Packet | 15 | Resent ACK
1740361041.0831301 | 1 | Sent | 184 | Success
1740361041.083179 | 1 | Received | 184 | Success
1740361041.083282 | 0 | Sent | 189 | Success
1740361041.083324 | 0 | Received | 189 | Success
1740361041.0834188 | 1 | Sent | 129 | Success
1740361041.083462 | 1 | Received | 129 | Success
1740361041.083499 | 1 | Corrupt ACK | 129 | Resent ACK
1740361041.083555 | 1 | Resent | 129 | Incorrect ACK
1740361041.0835981 | 1 | Sent | 129 | Success
1740361041.08364 | 1 | Corrupt Packet | 129 | Resent ACK
1740361041.0837362 | 0 | Sent | 27 | Success
1740361041.083783 | 0 | Received | 27 | Success
1740361041.0838778 | 1 | Sent | 150 | Success
1740361041.083919 | 1 | Received | 150 | Success
1740361041.084054 | 0 | Sent | 118 | Success
1740361041.084096 | 0 | Received | 118 | Success
1740361041.084238 | 1 | Received | 88 | Success
1740361041.0841851 | 1 | Sent | 88 | Success
1740361041.084359 | 0 | Sent | 219 | Success
1740361041.0844102 | 0 | Received | 219 | Success
1740361041.0844421 | 0 | Corrupt ACK | 219 | Resent ACK
1740361041.084503 | 0 | Resent | 219 | Incorrect ACK
1740361041.0845509 | 0 | Sent | 219 | Success
1740361041.084636 | 0 | Corrupt Packet | 219 | Resent ACK
1740361041.0847301 | 1 | Sent | 234 | Success
1740361041.084773 | 1 | Received | 234 | Success
1740361041.084804 | 1 | Corrupt ACK | 234 | Resent ACK
1740361041.084851 | 1 | Resent | 234 | Incorrect ACK
1740361041.084887 | 1 | Sent | 234 | Success
1740361041.084926 | 1 | Corrupt Packet | 234 | Resent ACK
1740361041.085016 | 0 | Sent | 168 | Success
1740361041.0850592 | 0 | Received | 168 | Success
1740361041.0850902 | 0 | Corrupt ACK | 168 | Resent ACK
1740361041.0851378 | 0 | Resent | 168 | Incorrect ACK
1740361041.085181 | 0 | Sent | 168 | Success
1740361041.0852191 | 0 | Corrupt Packet | 168 | Resent ACK
1740361041.085312 | 1 | Sent | 62 | Success
1740361041.085352 | 1 | Received | 62 | Success
1740361041.085384 | 1 | Corrupt ACK | 62 | Resent ACK
1740361041.085432 | 1 | Resent | 62 | Incorrect ACK
1740361041.085471 | 1 | Sent | 62 | Success
1740361041.085535 | 1 | Corrupt Packet | 62 | Resent ACK
1740361041.085637 | 0 | Sent | 196 | Success
1740361041.085682 | 0 | Received | 196 | Success
1740361041.085779 | 1 | Sent | 36 | Success
1740361041.08582 | 1 | Received | 36 | Success
1740361041.085849 | 1 | Corrupt ACK | 36 | Resent ACK
1740361041.08591 | 1 | Resent | 36 | Incorrect ACK
1740361041.0859468 | 1 | Sent | 36 | Success
1740361041.086018 | 1 | Corrupt Packet | 36 | Resent ACK
1740361041.08612 | 0 | Sent | 232 | Success
1740361041.086161 | 0 | Received | 232 | Success
1740361041.0861921 | 0 | Corrupt ACK | 232 | Resent ACK
1740361041.0862458 | 0 | Resent | 232 | Incorrect ACK
1740361041.086282 | 0 | Sent | 232 | Success
1740361041.086359 | 0 | Corrupt Packet | 232 | Resent ACK
1740361041.086546 | 1 | Sent | 65 | Success
1740361041.086667 | 1 | Received | 65 | Success
1740361041.0868359 | 0 | Sent | 106 | Success
1740361041.0869389 | 0 | Received | 106 | Success
1740361041.0870342 | 1 | Sent | 75 | Success
1740361041.087103 | 1 | Received | 75 | Success
1740361041.0871449 | 1 | Corrupt ACK | 75 | Resent ACK
1740361041.08719 | 1 | Resent | 75 | Incorrect ACK
1740361041.087241 | 1 | Sent | 75 | Success
1740361041.087269 | 1 | Corrupt Packet | 75 | Resent ACK
1740361041.087358 | 0 | Sent | 53 | Success
1740361041.087392 | 0 | Received | 53 | Success
1740361041.087423 | 0 | Corrupt ACK | 53 | Resent ACK
1740361041.0874612 | 0 | Resent | 53 | Incorrect ACK
1740361041.0875032 | 0 | Sent | 53 | Success
1740361041.087554 | 0 | Corrupt Packet | 53 | Resent ACK
1740361041.087641 | 1 | Sent | 152 | Success
1740361041.0876758 | 1 | Received | 152 | Success
1740361041.08771 | 1 | Corrupt ACK | 152 | Resent ACK
1740361041.0877519 | 1 | Resent | 152 | Incorrect ACK
1740361041.0877912 | 1 | Sent | 152 | Success
1740361041.0878289 | 1 | Corrupt Packet | 152 | Resent ACK
1740361041.08791 | 0 | Sent | 166 | Success
1740361041.087944 | 0 | Received | 166 | Success
1740361041.0879738 | 0 | Corrupt ACK | 166 | Resent ACK
1740361041.088011 | 0 | Resent | 166 | Incorrect ACK
1740361041.088047 | 0 | Sent | 166 | Success
1740361041.088081 | 0 | Corrupt Packet | 166 | Resent ACK
1740361041.088154 | 1 | Sent | 90 | Success
1740361041.088189 | 1 | Received | 90 | Success
1740361041.088269 | 0 | Sent | 165 | Success
1740361041.0883021 | 0 | Received | 165 | Success
1740361041.0883782 | 1 | Sent | 183 | Success
1740361041.0884109 | 1 | Received | 183 | Success
1740361041.088442 | 1 | Corrupt ACK | 183 | Resent ACK
1740361041.088479 | 1 | Resent | 183 | Incorrect ACK
1740361041.088515 | 1 | Sent | 183 | Success
1740361041.088554 | 1 | Corrupt Packet | 183 | Resent ACK
1740361041.088771 | 0 | Sent | 212 | Success
1740361041.088804 | 0 | Received | 212 | Success
1740361041.088938 | 1 | Sent | 67 | Success
1740361041.088971 | 1 | Received | 67 | Success
1740361041.089003 | 1 | Corrupt ACK | 67 | Resent ACK
1740361041.089046 | 1 | Resent | 67 | Incorrect ACK
1740361041.089087 | 1 | Sent | 67 | Success
1740361041.089122 | 1 | Corrupt Packet | 67 | Resent ACK
1740361041.0892181 | 0 | Sent | 74 | Success
1740361041.0892942 | 0 | Received | 74 | Success
1740361041.0893261 | 0 | Corrupt ACK | 74 | Resent ACK
1740361041.089368 | 0 | Resent | 74 | Incorrect ACK
1740361041.089406 | 0 | Sent | 74 | Success
1740361041.0894651 | 0 | Corrupt Packet | 74 | Resent ACK
1740361041.089565 | 1 | Sent | 74 | Success
1740361041.089643 | 1 | Received | 74 | Success
1740361041.089735 | 0 | Sent | 132 | Success
1740361041.089771 | 0 | Received | 132 | Success
1740361041.089857 | 1 | Sent | 69 | Success
1740361041.089889 | 1 | Received | 69 | Success
1740361041.089924 | 1 | Corrupt ACK | 69 | Resent ACK
1740361041.089963 | 1 | Resent | 69 | Incorrect ACK
1740361041.090003 | 1 | Sent | 69 | Success
1740361041.090035 | 1 | Corrupt Packet | 69 | Resent ACK
1740361041.090112 | 0 | Sent | 96 | Success
1740361041.090145 | 0 | Received | 96 | Success
1740361041.090177 | 0 | Corrupt ACK | 96 | Resent ACK
1740361041.090218 | 0 | Resent | 96 | Incorrect ACK
1740361041.09026 | 0 | Sent | 96 | Success
1740361041.090291 | 0 | Corrupt Packet | 96 | Resent ACK
1740361041.090369 | 1 | Sent | 37 | Success
1740361041.0904021 | 1 | Received | 37 | Success
1740361041.090477 | 0 | Sent | 197 | Success
1740361041.0905118 | 0 | Received | 197 | Success
1740361041.090545 | 0 | Corrupt ACK | 197 | Resent ACK
1740361041.0905821 | 0 | Resent | 197 | Incorrect ACK
1740361041.0906198 | 0 | Sent | 197 | Success
1740361041.090653 | 0 | Corrupt Packet | 197 | Resent ACK
1740361041.090728 | 1 | Sent | 198 | Success
1740361041.0907588 | 1 | Received | 198 | Success
1740361041.090792 | 1 | Corrupt ACK | 198 | Resent ACK
1740361041.090834 | 1 | Resent | 198 | Incorrect ACK
1740361041.090875 | 1 | Sent | 198 | Success
1740361041.0909069 | 1 | Corrupt Packet | 198 | Resent ACK
1740361041.090986 | 0 | Sent | 174 | Success
1740361041.091018 | 0 | Received | 174 | Success
1740361041.091053 | 0 | Corrupt ACK | 174 | Resent ACK
1740361041.091091 | 0 | Resent | 174 | Incorrect ACK
1740361041.09113 | 0 | Sent | 174 | Success
1740361041.091166 | 0 | Corrupt Packet | 174 | Resent ACK
1740361041.091253 | 1 | Sent | 42 | Success
1740361041.091286 | 1 | Received | 42 | Success
1740361041.091368 | 0 | Sent | 85 | Success
1740361041.0914009 | 0 | Received | 85 | Success
1740361041.091434 | 0 | Corrupt ACK | 85 | Resent ACK
1740361041.091478 | 0 | Resent | 85 | Incorrect ACK
1740361041.0915148 | 0 | Sent | 85 | Success
1740361041.091551 | 0 | Corrupt Packet | 85 | Resent ACK
1740361041.091629 | 1 | Sent | 49 | Success
1740361041.091661 | 1 | Received | 49 | Success
1740361041.091692 | 1 | Corrupt ACK | 49 | Resent ACK
1740361041.0917308 | 1 | Resent | 49 | Incorrect ACK
1740361041.091771 | 1 | Sent | 49 | Success
1740361041.091805 | 1 | Corrupt Packet | 49 | Resent ACK
1740361041.091886 | 0 | Sent | 143 | Success
1740361041.0919209 | 0 | Received | 143 | Success
1740361041.091952 | 0 | Corrupt ACK | 143 | Resent ACK
1740361041.091989 | 0 | Resent | 143 | Incorrect ACK
1740361041.092025 | 0 | Sent | 143 | Success
1740361041.0920599 | 0 | Corrupt Packet | 143 | Resent ACK
1740361041.092138 | 1 | Sent | 217 | Success
1740361041.0921721 | 1 | Received | 217 | Success
1740361041.092248 | 0 | Sent | 14 | Success
1740361041.0922828 | 0 | Received | 14 | Success
1740361041.092315 | 0 | Corrupt ACK | 14 | Resent ACK
1740361041.092355 | 0 | Resent | 14 | Incorrect ACK
1740361041.0923898 | 0 | Sent | 14 | Success
1740361041.092423 | 0 | Corrupt Packet | 14 | Resent ACK
1740361041.0924978 | 1 | Sent | 136 | Success
1740361041.09253 | 1 | Received | 136 | Success
1740361041.0925598 | 1 | Corrupt ACK | 136 | Resent ACK
1740361041.092597 | 1 | Resent | 136 | Incorrect ACK
1740361041.0926342 | 1 | Sent | 136 | Success
1740361041.092669 | 1 | Corrupt Packet | 136 | Resent ACK
1740361041.09277 | 0 | Sent | 154 | Success
1740361041.0928051 | 0 | Received | 154 | Success
1740361041.0928361 | 0 | Corrupt ACK | 154 | Resent ACK
1740361041.092878 | 0 | Resent | 154 | Incorrect ACK
1740361041.092921 | 0 | Sent | 154 | Success
1740361041.092952 | 0 | Corrupt Packet | 154 | Resent ACK
1740361041.0930429 | 1 | Sent | 57 | Success
1740361041.093078 | 1 | Received | 57 | Success
1740361041.093109 | 1 | Corrupt ACK | 57 | Resent ACK
1740361041.09315 | 1 | Resent | 57 | Incorrect ACK
1740361041.09319 | 1 | Sent | 57 | Success
1740361041.0932229 | 1 | Corrupt Packet | 57 | Resent ACK
1740361041.093306 | 0 | Sent | 213 | Success
1740361041.093338 | 0 | Received | 213 | Success
1740361041.093371 | 0 | Corrupt ACK | 213 | Resent ACK
1740361041.093417 | 0 | Resent | 213 | Incorrect ACK
1740361041.0934541 | 0 | Sent | 213 | Success
1740361041.0934882 | 0 | Corrupt Packet | 213 | Resent ACK
1740361041.093569 | 1 | Sent | 125 | Success
1740361041.093602 | 1 | Received | 125 | Success
1740361041.0936809 | 0 | Sent | 117 | Success
1740361041.093714 | 0 | Received | 117 | Success
1740361041.093745 | 0 | Corrupt ACK | 117 | Resent ACK
1740361041.093786 | 0 | Resent | 117 | Incorrect ACK
1740361041.093824 | 0 | Sent | 117 | Success
1740361041.093856 | 0 | Corrupt Packet | 117 | Resent ACK
1740361041.093933 | 1 | Sent | 213 | Success
1740361041.093966 | 1 | Received | 213 | Success
1740361041.094048 | 0 | Sent | 204 | Success
1740361041.094079 | 0 | Received | 204 | Success
1740361041.094115 | 0 | Corrupt ACK | 204 | Resent ACK
1740361041.094153 | 0 | Resent | 204 | Incorrect ACK
1740361041.094194 | 0 | Sent | 204 | Success
1740361041.094305 | 0 | Corrupt Packet | 204 | Resent ACK
1740361041.094387 | 1 | Sent | 113 | Success
1740361041.0944252 | 1 | Received | 113 | Success
1740361041.094461 | 1 | Corrupt ACK | 113 | Resent ACK
1740361041.0945039 | 1 | Resent | 113 | Incorrect ACK
1740361041.094544 | 1 | Sent | 113 | Success
1740361041.0945761 | 1 | Corrupt Packet | 113 | Resent ACK
1740361041.094707 | 0 | Sent | 90 | Success
1740361041.094717 | 0 | Received | 90 | Success
1740361041.094781 | 0 | Corrupt ACK | 90 | Resent ACK
1740361041.094826 | 0 | Resent | 90 | Incorrect ACK
1740361041.094887 | 0 | Sent | 90 | Success
1740361041.094924 | 0 | Corrupt Packet | 90 | Resent ACK
1740361041.0951538 | 1 | Sent | 110 | Success
1740361041.095307 | 1 | Received | 110 | Success
1740361041.095348 | 1 | Corrupt ACK | 110 | Resent ACK
1740361041.09542 | 1 | Resent | 110 | Incorrect ACK
1740361041.095499 | 1 | Sent | 110 | Success
1740361041.095523 | 1 | Corrupt Packet | 110 | Resent ACK
1740361041.0957172 | 0 | Received | 199 | Success
1740361041.095686 | 0 | Sent | 199 | Success
1740361041.095878 | 1 | Sent | 69 | Success
1740361041.0959702 | 1 | Received | 69 | Success
1740361041.0960279 | 1 | Corrupt ACK | 69 | Resent ACK
1740361041.096096 | 1 | Resent | 69 | Incorrect ACK
1740361041.0961611 | 1 | Sent | 69 | Success
1740361041.0962062 | 1 | Corrupt Packet | 69 | Resent ACK
1740361041.096344 | 0 | Sent | 27 | Success
1740361041.096555 | 0 | Received | 27 | Success
1740361041.096673 | 0 | Corrupt ACK | 27 | Resent ACK
1740361041.09676 | 0 | Resent | 27 | Incorrect ACK
1740361041.096828 | 0 | Sent | 27 | Success
1740361041.096888 | 0 | Corrupt Packet | 27 | Resent ACK
1740361041.097054 | 1 | Sent | 139 | Success
1740361041.097103 | 1 | Received | 139 | Success
1740361041.0972302 | 0 | Sent | 198 | Success
1740361041.097279 | 0 | Received | 198 | Success
1740361041.097333 | 0 | Corrupt ACK | 198 | Resent ACK
1740361041.0973902 | 0 | Resent | 198 | Incorrect ACK
1740361041.097449 | 0 | Sent | 198 | Success
1740361041.0974982 | 0 | Corrupt Packet | 198 | Resent ACK
1740361041.097619 | 1 | Sent | 35 | Success
1740361041.097664 | 1 | Received | 35 | Success
1740361041.097781 | 0 | Sent | 93 | Success
1740361041.097826 | 0 | Received | 93 | Success
1740361041.097876 | 0 | Corrupt ACK | 93 | Resent ACK
1740361041.097934 | 0 | Resent | 93 | Incorrect ACK
1740361041.097991 | 0 | Sent | 93 | Success
1740361041.098034 | 0 | Corrupt Packet | 93 | Resent ACK
1740361041.098187 | 1 | Sent | 91 | Success
1740361041.098232 | 1 | Received | 91 | Success
1740361041.098294 | 1 | Corrupt ACK | 91 | Resent ACK
1740361041.098358 | 1 | Resent | 91 | Incorrect ACK
1740361041.09842 | 1 | Sent | 91 | Success
1740361041.098464 | 1 | Corrupt Packet | 91 | Resent ACK
1740361041.098583 | 0 | Sent | 60 | Success
1740361041.0986292 | 0 | Received | 60 | Success
1740361041.098685 | 0 | Corrupt ACK | 60 | Resent ACK
1740361041.098752 | 0 | Resent | 60 | Incorrect ACK
1740361041.098815 | 0 | Sent | 60 | Success
1740361041.0988648 | 0 | Corrupt Packet | 60 | Resent ACK
1740361041.098994 | 1 | Sent | 200 | Success
1740361041.09904 | 1 | Received | 200 | Success
1740361041.0991879 | 0 | Sent | 18 | Success
1740361041.099334 | 0 | Received | 18 | Success
1740361041.099524 | 0 | Corrupt ACK | 18 | Resent ACK
1740361041.099606 | 0 | Resent | 18 | Incorrect ACK
1740361041.099673 | 0 | Sent | 18 | Success
1740361041.099769 | 0 | Corrupt Packet | 18 | Resent ACK
1740361041.0999649 | 1 | Sent | 176 | Success
1740361041.100041 | 1 | Received | 176 | Success
1740361041.100161 | 0 | Sent | 105 | Success
1740361041.100209 | 0 | Received | 105 | Success
1740361041.1002638 | 0 | Corrupt ACK | 105 | Resent ACK
1740361041.100329 | 0 | Resent | 105 | Incorrect ACK
1740361041.100389 | 0 | Sent | 105 | Success
1740361041.1004338 | 0 | Corrupt Packet | 105 | Resent ACK
1740361041.100551 | 1 | Sent | 237 | Success
1740361041.100597 | 1 | Received | 237 | Success
1740361041.100744 | 0 | Sent | 220 | Success
1740361041.1007922 | 0 | Received | 220 | Success
1740361041.1009111 | 1 | Sent | 132 | Success
1740361041.10096 | 1 | Received | 132 | Success
1740361041.101017 | 1 | Corrupt ACK | 132 | Resent ACK
1740361041.101077 | 1 | Resent | 132 | Incorrect ACK
1740361041.1011431 | 1 | Sent | 132 | Success
1740361041.101197 | 1 | Corrupt Packet | 132 | Resent ACK
1740361041.101301 | 0 | Sent | 95 | Success
1740361041.101332 | 0 | Received | 95 | Success
1740361041.101413 | 1 | Sent | 245 | Success
1740361041.1014469 | 1 | Received | 245 | Success
1740361041.1015282 | 0 | Sent | 184 | Success
1740361041.101561 | 0 | Received | 184 | Success
1740361041.101598 | 0 | Corrupt ACK | 184 | Resent ACK
1740361041.101642 | 0 | Resent | 184 | Incorrect ACK
1740361041.101683 | 0 | Sent | 184 | Success
1740361041.1017148 | 0 | Corrupt Packet | 184 | Resent ACK
1740361041.101799 | 1 | Sent | 44 | Success
1740361041.101831 | 1 | Received | 44 | Success
1740361041.101868 | 1 | Corrupt ACK | 44 | Resent ACK
1740361041.101911 | 1 | Resent | 44 | Incorrect ACK
1740361041.101954 | 1 | Sent | 44 | Success
1740361041.101985 | 1 | Corrupt Packet | 44 | Resent ACK
1740361041.1020658 | 0 | Sent | 183 | Success
1740361041.102099 | 0 | Received | 183 | Success
1740361041.102137 | 0 | Corrupt ACK | 183 | Resent ACK
1740361041.1021812 | 0 | Resent | 183 | Incorrect ACK
1740361041.10223 | 0 | Sent | 183 | Success
1740361041.102263 | 0 | Corrupt Packet | 183 | Resent ACK
1740361041.102345 | 1 | Sent | 165 | Success
1740361041.102378 | 1 | Received | 165 | Success
1740361041.1024141 | 1 | Corrupt ACK | 165 | Resent ACK
1740361041.102458 | 1 | Resent | 165 | Incorrect ACK
1740361041.1025019 | 1 | Sent | 165 | Success
1740361041.102535 | 1 | Corrupt Packet | 165 | Resent ACK
1740361041.102619 | 0 | Sent | 218 | Success
1740361041.102653 | 0 | Received | 218 | Success
1740361041.1026912 | 0 | Corrupt ACK | 218 | Resent ACK
1740361041.1027389 | 0 | Resent | 218 | Incorrect ACK
1740361041.102783 | 0 | Sent | 218 | Success
1740361041.102816 | 0 | Corrupt Packet | 218 | Resent ACK
1740361041.102902 | 1 | Sent | 111 | Success
1740361041.1029382 | 1 | Received | 111 | Success
1740361041.1030211 | 0 | Sent | 117 | Success
1740361041.103057 | 0 | Received | 117 | Success
1740361041.1030972 | 0 | Corrupt ACK | 117 | Resent ACK
1740361041.103148 | 0 | Resent | 117 | Incorrect ACK
1740361041.1031911 | 0 | Sent | 117 | Success
1740361041.103224 | 0 | Corrupt Packet | 117 | Resent ACK
1740361041.1033049 | 1 | Sent | 237 | Success
1740361041.103338 | 1 | Received | 237 | Success
1740361041.103456 | 0 | Sent | 217 | Success
1740361041.103487 | 0 | Received | 217 | Success
1740361041.103519 | 0 | Corrupt ACK | 217 | Resent ACK
1740361041.1035578 | 0 | Resent | 217 | Incorrect ACK
1740361041.103595 | 0 | Sent | 217 | Success
1740361041.103627 | 0 | Corrupt Packet | 217 | Resent ACK
1740361041.1037078 | 1 | Sent | 1 | Success
1740361041.103741 | 1 | Received | 1 | Success
1740361041.103837 | 0 | Sent | 18 | Success
1740361041.1038668 | 0 | Received | 18 | Success
1740361041.103977 | 0 | Corrupt ACK | 18 | Resent ACK
1740361041.1040351 | 0 | Resent | 18 | Incorrect ACK
1740361041.1040819 | 0 | Sent | 18 | Success
1740361041.104158 | 0 | Corrupt Packet | 18 | Resent ACK
1740361041.104346 | 1 | Received | 50 | Success
1740361041.104376 | 1 | Corrupt ACK | 50 | Resent ACK
1740361041.104384 | 1 | Sent | 50 | Success
1740361041.1044931 | 1 | Resent | 50 | Incorrect ACK
1740361041.104534 | 1 | Sent | 50 | Success
1740361041.104586 | 1 | Corrupt Packet | 50 | Resent ACK
1740361041.1046982 | 0 | Sent | 154 | Success
1740361041.1048388 | 0 | Received | 154 | Success
1740361041.1050298 | 1 | Sent | 150 | Success
1740361041.1052291 | 1 | Received | 150 | Success
1740361041.105365 | 0 | Sent | 79 | Success
1740361041.1054442 | 0 | Received | 79 | Success
1740361041.105552 | 1 | Sent | 97 | Success
1740361041.1055841 | 1 | Received | 97 | Success
1740361041.105678 | 0 | Sent | 112 | Success
1740361041.105717 | 0 | Received | 112 | Success
1740361041.105802 | 1 | Sent | 83 | Success
1740361041.105835 | 1 | Received | 83 | Success
1740361041.105868 | 1 | Corrupt ACK | 83 | Resent ACK
1740361041.1059048 | 1 | Resent | 83 | Incorrect ACK
